"(1, 2)",25,False
"(1, 2)",25,False
"(4, 1)",25,False
"(1, 1)",35,False
"(5, 4)",20,False
"(5, 4)",30,False
"(5, 3)",20,False
"(5, 1)",25,False
"(5, 3)",20,False
"(5, 6)",25,False
"(6, 1)",30,False
"(7, 4)",30,False
"(5, 5)",30,False
"(8, 5)",25,False
"(5, 3)",25,False
"(8, 2)",55,False
"(8, 1)",30,True
"(3, 4)",30,False
"(7, 1)",40,False
"(6, 2)",30,False
"(5, 4)",30,False
"(5, 1)",40,True
"(1, 2)",40,False
"(2, 4)",20,False
"(8, 5)",35,False
"(2, 2)",25,False
"(6, 6)",40,False
"(2, 2)",35,False
"(8, 5)",40,False
"(1, 4)",25,False
"(4, 3)",30,False
"(6, 5)",25,False
"(8, 2)",40,False
"(5, 4)",20,False
"(6, 2)",25,False
"(4, 6)",30,False
"(7, 1)",50,False
"(7, 2)",50,False
"(6, 5)",25,False
"(1, 6)",25,True
"(7, 6)",25,False
"(5, 2)",25,True
"(8, 6)",30,True
"(4, 6)",35,False
"(4, 2)",20,False
"(1, 6)",25,False
"(2, 2)",45,False
"(1, 5)",40,True
"(3, 1)",25,False
"(8, 2)",35,False
"(8, 3)",30,False
"(8, 6)",40,False
"(1, 1)",45,True
"(5, 3)",20,False
"(8, 5)",30,False
"(7, 6)",20,False
"(6, 6)",50,False
"(6, 2)",25,False
"(8, 3)",40,True
"(4, 2)",25,False
"(7, 2)",40,False
"(2, 1)",20,False
"(8, 2)",40,False
"(6, 6)",20,False
"(3, 1)",20,False
"(5, 4)",20,False
"(6, 5)",20,False
"(7, 3)",20,False
"(6, 6)",20,False
"(5, 4)",30,False
"(4, 5)",20,False
"(4, 1)",35,True
"(6, 3)",20,False
"(8, 6)",25,True
"(6, 4)",25,False
"(2, 4)",20,False
"(1, 4)",20,False
"(1, 6)",20,True
"(1, 6)",20,False
"(2, 4)",30,False
"(5, 5)",25,False
"(6, 2)",25,False
"(1, 1)",20,False
"(7, 2)",35,True
"(1, 4)",20,False
"(4, 5)",20,False
"(5, 5)",20,False
"(4, 5)",25,False
"(2, 5)",35,False
"(8, 1)",40,False
"(5, 6)",30,False
"(1, 6)",35,False
"(1, 2)",30,False
"(3, 6)",25,False
"(4, 4)",20,False
"(3, 1)",25,False
"(4, 5)",20,False
"(8, 4)",25,False
"(6, 6)",25,True
"(1, 1)",25,False
