"(6, 1)",20,True
"(6, 6)",25,True
"(6, 1)",25,False
"(6, 6)",25,True
"(2, 4)",20,True
"(2, 1)",20,False
"(3, 1)",20,True
"(7, 1)",30,True
"(4, 5)",20,True
"(4, 4)",30,True
"(6, 3)",25,True
"(2, 3)",35,True
"(6, 2)",20,True
"(6, 1)",25,True
"(3, 5)",30,True
"(1, 1)",25,True
"(4, 1)",25,False
"(6, 2)",30,True
"(8, 2)",50,False
"(4, 2)",35,True
"(1, 6)",30,False
"(3, 6)",20,False
"(1, 2)",20,False
"(4, 6)",35,True
"(3, 1)",30,True
"(2, 2)",40,True
"(6, 3)",25,True
"(8, 2)",45,True
"(2, 1)",55,True
"(8, 3)",25,True
"(6, 1)",50,True
"(2, 5)",50,True
"(3, 6)",25,False
"(6, 1)",40,True
"(7, 6)",20,True
"(7, 2)",45,True
"(3, 6)",45,True
"(2, 5)",20,True
"(2, 1)",50,True
"(4, 1)",20,True
"(4, 3)",20,True
"(4, 2)",25,True
"(4, 1)",40,True
"(8, 6)",40,True
"(2, 6)",20,True
"(5, 3)",20,True
"(4, 5)",25,True
"(1, 6)",50,True
"(5, 1)",30,True
"(6, 6)",35,True
"(2, 4)",30,True
"(3, 1)",25,True
"(8, 6)",30,True
"(2, 6)",25,False
"(4, 4)",30,True
"(8, 2)",25,True
"(2, 6)",35,False
"(5, 2)",20,True
"(7, 4)",40,True
"(4, 2)",30,True
"(2, 1)",50,True
"(1, 1)",25,True
"(7, 6)",25,True
"(1, 1)",35,True
"(1, 4)",30,True
"(6, 6)",25,True
"(8, 1)",20,True
"(6, 4)",30,True
"(5, 2)",30,True
"(4, 2)",20,True
"(7, 1)",20,True
"(2, 2)",25,False
"(3, 5)",45,True
"(1, 4)",50,False
"(8, 1)",45,False
"(3, 2)",25,True
"(7, 1)",45,True
"(4, 5)",30,True
"(6, 4)",30,True
"(7, 3)",35,True
"(3, 1)",40,True
"(6, 6)",35,True
"(8, 2)",30,False
"(3, 2)",20,True
"(7, 1)",30,True
"(4, 6)",25,True
"(8, 5)",20,True
"(8, 2)",40,True
"(6, 3)",20,True
"(1, 1)",40,True
"(3, 1)",35,True
"(4, 6)",20,True
"(6, 6)",20,True
"(5, 6)",20,True
"(7, 3)",35,True
"(3, 2)",25,True
"(6, 4)",20,True
"(5, 2)",20,True
"(3, 5)",25,True
"(7, 5)",25,True
