"(7, 6)",35,False
"(2, 5)",20,False
"(6, 6)",40,False
"(1, 4)",30,False
"(3, 4)",40,False
"(6, 5)",25,True
"(8, 1)",35,True
"(5, 4)",20,False
"(2, 1)",40,False
"(3, 5)",40,False
"(1, 1)",35,False
"(6, 6)",45,False
"(4, 4)",25,False
"(5, 1)",25,False
"(8, 6)",25,False
"(8, 3)",20,True
"(6, 1)",25,True
"(8, 4)",45,True
"(6, 4)",25,False
"(1, 5)",50,False
"(5, 5)",35,False
"(2, 6)",45,False
"(7, 5)",40,False
"(6, 4)",25,False
"(1, 6)",45,False
"(1, 5)",45,True
"(5, 2)",20,False
"(8, 1)",45,False
"(8, 1)",30,True
"(3, 1)",30,True
"(7, 4)",20,False
"(2, 3)",35,False
"(2, 6)",50,True
"(8, 1)",25,False
"(1, 2)",30,False
"(2, 5)",30,True
"(1, 2)",45,True
"(2, 1)",35,True
"(4, 4)",25,False
"(1, 2)",30,False
"(4, 4)",25,False
"(2, 4)",20,False
"(7, 1)",25,False
"(6, 5)",25,False
"(8, 5)",25,False
"(8, 6)",40,False
"(3, 2)",20,False
"(7, 1)",20,False
"(7, 4)",35,False
"(3, 3)",25,True
