"(1, 2)",40,False
"(7, 5)",35,True
"(2, 1)",20,False
"(4, 6)",20,False
"(1, 2)",50,True
"(5, 4)",25,False
"(3, 5)",30,False
"(4, 2)",30,False
"(8, 4)",50,True
"(6, 5)",25,False
"(6, 3)",25,False
"(4, 1)",25,False
"(7, 4)",25,True
"(8, 2)",20,False
"(3, 5)",25,False
"(4, 1)",20,False
"(8, 6)",35,False
"(4, 2)",20,True
"(8, 6)",50,False
"(1, 2)",40,False
"(7, 6)",25,False
"(7, 6)",20,False
"(3, 3)",30,True
"(5, 2)",35,False
"(1, 6)",20,False
"(2, 1)",30,False
"(3, 6)",20,False
"(3, 2)",25,False
"(4, 6)",20,False
"(2, 3)",25,False
"(1, 3)",40,True
"(4, 4)",25,False
"(1, 2)",45,False
"(6, 2)",25,True
"(8, 1)",20,False
"(7, 5)",40,True
"(7, 6)",40,False
"(3, 2)",30,False
"(7, 1)",25,True
"(1, 4)",20,False
"(2, 3)",25,False
"(8, 2)",40,False
"(3, 2)",30,False
"(2, 3)",20,False
"(8, 6)",40,False
"(1, 4)",35,True
"(1, 3)",25,False
"(4, 4)",30,False
"(4, 5)",20,False
"(3, 3)",25,False
"(3, 4)",30,False
"(5, 3)",25,False
"(8, 5)",40,True
"(1, 6)",55,False
"(2, 2)",35,False
"(6, 4)",20,False
"(1, 4)",25,False
"(6, 2)",30,False
"(8, 6)",45,False
"(8, 5)",35,False
"(2, 3)",40,True
"(3, 5)",30,False
"(8, 6)",20,False
"(7, 6)",40,False
"(6, 2)",20,False
"(6, 5)",30,False
"(7, 2)",25,False
"(4, 5)",20,False
"(2, 6)",30,True
"(1, 5)",55,False
"(8, 4)",20,True
"(8, 5)",30,False
"(7, 2)",30,False
"(6, 1)",25,False
"(2, 6)",45,False
"(1, 1)",20,False
"(5, 2)",20,False
"(6, 4)",35,False
"(5, 4)",20,False
"(6, 6)",40,False
"(2, 5)",20,False
"(3, 3)",35,False
"(4, 2)",20,False
"(3, 2)",25,False
"(7, 3)",45,False
"(5, 4)",30,True
"(3, 4)",20,False
"(6, 2)",35,False
"(2, 5)",25,False
"(1, 1)",60,False
"(2, 6)",25,False
"(6, 1)",35,False
"(7, 6)",20,False
"(1, 6)",30,False
"(6, 2)",25,False
"(6, 5)",20,False
"(6, 5)",20,False
"(1, 3)",35,False
"(7, 6)",25,False
"(4, 2)",25,False
