"(1, 2)",30,False
"(7, 2)",35,True
"(8, 1)",35,True
"(1, 2)",30,True
"(2, 2)",30,True
"(1, 4)",25,True
"(2, 3)",30,True
"(8, 3)",35,True
"(5, 2)",25,True
"(2, 2)",35,True
"(2, 1)",40,True
"(7, 2)",30,True
"(6, 3)",20,True
"(7, 1)",35,True
"(3, 4)",20,True
"(5, 1)",30,True
"(1, 3)",25,True
"(1, 4)",20,True
"(8, 5)",30,True
"(4, 4)",30,True
"(8, 3)",20,True
"(2, 4)",40,True
"(3, 2)",25,True
"(8, 4)",20,True
"(6, 5)",40,True
"(2, 2)",30,True
"(1, 1)",60,True
"(8, 6)",25,True
"(6, 6)",20,True
"(5, 6)",45,True
"(8, 3)",20,True
"(7, 1)",35,True
"(6, 4)",35,True
"(8, 2)",20,True
"(6, 1)",45,True
"(6, 3)",35,True
"(5, 1)",40,True
"(7, 2)",30,True
"(6, 3)",20,True
"(8, 5)",25,True
"(8, 6)",35,True
"(5, 6)",25,True
"(6, 5)",25,True
"(5, 6)",25,True
"(7, 6)",40,True
"(7, 2)",20,True
"(2, 3)",30,True
"(2, 2)",50,True
"(2, 5)",35,True
"(3, 2)",30,True
"(6, 1)",30,True
"(2, 5)",35,True
"(5, 5)",20,True
"(3, 2)",20,True
"(1, 1)",35,True
"(4, 6)",20,True
"(7, 1)",50,True
"(2, 2)",30,True
"(7, 2)",25,True
"(1, 4)",30,True
"(8, 1)",30,True
"(1, 5)",25,False
"(8, 3)",45,True
"(3, 3)",20,True
"(5, 2)",35,True
"(2, 1)",45,True
"(5, 2)",20,True
"(2, 1)",45,True
"(1, 4)",25,True
"(6, 4)",30,True
"(4, 6)",35,True
"(6, 1)",35,True
"(6, 5)",25,True
"(4, 1)",25,True
"(4, 1)",25,True
"(7, 3)",30,False
"(7, 5)",25,True
"(1, 5)",40,False
"(5, 6)",20,True
"(4, 4)",25,True
"(7, 4)",25,True
"(1, 6)",40,True
"(7, 2)",45,True
"(7, 3)",30,True
"(1, 3)",45,True
"(1, 1)",45,True
"(4, 5)",25,True
"(2, 6)",40,True
"(6, 4)",20,True
"(8, 3)",25,True
"(8, 1)",30,True
"(5, 5)",20,True
"(6, 1)",30,True
"(8, 4)",40,True
"(1, 1)",45,True
"(7, 1)",30,True
"(1, 3)",30,True
"(2, 6)",25,False
"(2, 3)",20,True
"(1, 2)",30,True
