"(1, 2)",45,False
"(1, 2)",30,True
"(6, 6)",30,True
"(1, 2)",30,True
"(8, 3)",25,True
"(4, 5)",35,True
"(6, 4)",20,True
"(4, 4)",25,True
"(7, 4)",40,True
"(6, 3)",25,True
"(5, 1)",40,True
"(7, 1)",25,True
"(5, 1)",20,False
"(6, 1)",25,True
"(7, 1)",20,True
"(1, 4)",30,True
"(1, 3)",35,False
"(1, 4)",25,False
"(7, 1)",40,True
"(8, 4)",20,False
"(4, 6)",40,True
"(7, 4)",20,False
"(2, 3)",25,True
"(6, 5)",25,False
"(8, 6)",40,True
"(1, 4)",50,True
"(4, 3)",25,True
"(2, 5)",35,True
"(7, 4)",20,True
"(2, 6)",25,False
"(8, 6)",30,True
"(7, 3)",30,True
"(5, 5)",20,True
"(5, 4)",20,True
"(2, 4)",20,True
"(2, 5)",40,False
"(6, 2)",20,True
"(7, 3)",20,True
"(8, 2)",35,False
"(5, 1)",30,True
"(4, 1)",25,False
"(5, 3)",20,False
"(7, 4)",35,True
"(1, 3)",30,True
"(1, 4)",30,True
"(1, 3)",45,False
"(8, 6)",30,False
"(1, 6)",35,True
"(4, 3)",25,True
"(3, 6)",35,False
"(3, 5)",25,True
"(3, 6)",20,False
"(2, 1)",35,True
"(6, 6)",25,True
"(2, 2)",25,True
"(2, 4)",35,True
"(1, 3)",40,True
"(3, 1)",30,True
"(7, 2)",30,True
"(6, 6)",30,True
"(1, 3)",25,False
"(3, 5)",20,True
"(5, 3)",20,True
"(6, 3)",20,True
"(1, 5)",20,False
"(2, 2)",45,True
"(2, 2)",35,False
"(4, 5)",25,True
"(7, 5)",25,False
"(3, 4)",30,False
"(7, 1)",45,True
"(1, 4)",25,False
"(3, 3)",20,False
"(8, 3)",45,True
"(2, 5)",35,True
"(3, 2)",35,True
"(8, 3)",45,True
"(4, 6)",30,False
"(5, 4)",20,True
"(1, 3)",25,False
"(3, 1)",25,True
"(5, 2)",30,True
"(3, 1)",35,True
"(8, 2)",25,False
"(4, 1)",25,False
"(1, 4)",35,False
"(4, 5)",25,True
"(6, 4)",20,True
"(2, 6)",30,False
"(8, 2)",45,True
"(2, 4)",30,False
"(1, 2)",50,False
"(2, 5)",25,True
"(3, 6)",35,True
"(7, 3)",35,True
"(7, 3)",30,False
"(1, 6)",25,False
"(2, 4)",30,True
"(8, 3)",25,True
"(2, 1)",35,False
